period,country,country_key,iso3,is_aggregate,sex,age,comparison_group,comparison_label,reporting_country_rate_pct,comparison_rate_pct,employment_rate_gap_pp
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,59.48333333333333,38.11666666666667,-21.36666666666666
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 39 years,stateless,Stateless,59.48333333333333,27.566666666666663,-31.916666666666664
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,68.13333333333334,68.08333333333333,-0.05000000000001137
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,68.13333333333334,67.43333333333334,-0.7000000000000028
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,68.13333333333334,58.099999999999994,-10.033333333333346
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,no_response,No response,68.13333333333334,46.9,-21.23333333333334
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,68.13333333333334,41.93333333333334,-26.200000000000003
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,stateless,Stateless,68.13333333333334,32.675,-35.45833333333334
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,64.13333333333334,64.13333333333334,0.0
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,64.13333333333334,64.56666666666668,0.4333333333333371
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,64.13333333333334,56.28333333333333,-7.8500000000000085
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,no_response,No response,64.13333333333334,46.5,-17.63333333333334
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,64.13333333333334,41.31666666666667,-22.81666666666667
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,stateless,Stateless,64.13333333333334,32.25,-31.88333333333334
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,25.060000000000002,24.88,-0.18000000000000327
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,25.060000000000002,21.7,-3.360000000000003
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,25.060000000000002,19.02,-6.040000000000003
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,25.060000000000002,15.166666666666666,-9.893333333333336
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,43.580000000000005,43.519999999999996,-0.06000000000000938
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,43.580000000000005,43.08,-0.5000000000000071
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,43.580000000000005,36.540000000000006,-7.039999999999999
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,43.580000000000005,26.420000000000005,-17.16
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,59.48,59.480000000000004,7.105427357601002e-15
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,59.48,59.5,0.020000000000003126
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,59.48,47.86,-11.619999999999997
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,59.48,32.160000000000004,-27.319999999999993
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,67.76,67.47999999999999,-0.28000000000001535
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,67.76,65.04,-2.719999999999999
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,67.76,53.339999999999996,-14.420000000000009
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,67.76,33.339999999999996,-34.42000000000001
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,64.16,64.03999999999999,-0.12000000000000455
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,64.16,62.81999999999999,-1.3400000000000034
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,64.16,52.1,-12.059999999999995
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,64.16,33.06,-31.099999999999994
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,26.720000000000006,26.52,-0.2000000000000064
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,26.720000000000006,24.18,-2.5400000000000063
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,26.720000000000006,24.16,-2.560000000000006
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,26.720000000000006,24.16,-2.560000000000006
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,44.660000000000004,44.76,0.09999999999999432
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,44.660000000000004,46.44,1.779999999999994
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,44.660000000000004,44.720000000000006,0.060000000000002274
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,44.660000000000004,41.7,-2.960000000000001
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,62.36,62.82000000000001,0.46000000000000796
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,62.36,67.61999999999999,5.259999999999991
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,62.36,63.2,0.8400000000000034
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,62.36,56.74000000000001,-5.61999999999999
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,72.78,72.96000000000001,0.18000000000000682
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,72.78,74.94000000000001,2.160000000000011
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,72.78,69.10000000000001,-3.6799999999999926
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,no_response,No response,72.78,55.5,-17.28
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.78,58.279999999999994,-14.500000000000007
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,69.68,69.96000000000001,0.28000000000000114
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,69.68,72.94000000000001,3.260000000000005
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,69.68,67.66,-2.0200000000000102
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,no_response,No response,69.68,53.8,-15.88000000000001
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,69.68,57.56,-12.120000000000005
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,25.919999999999998,25.72,-0.1999999999999993
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,25.919999999999998,23.02,-2.8999999999999986
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,25.919999999999998,21.660000000000004,-4.2599999999999945
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,25.919999999999998,19.080000000000002,-6.839999999999996
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,44.12,44.12,0.0
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,44.12,44.72,0.6000000000000014
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,44.12,40.5,-3.6199999999999974
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,44.12,33.7,-10.419999999999995
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,60.94,61.160000000000004,0.22000000000000597
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,60.94,63.32000000000001,2.3800000000000097
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,60.94,54.98,-5.960000000000001
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,no_response,No response,60.94,48.7,-12.239999999999995
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,60.94,43.31999999999999,-17.620000000000005
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,70.28000000000002,70.24,-0.040000000000020464
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,70.28000000000002,69.88,-0.4000000000000199
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,70.28000000000002,60.92,-9.360000000000014
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,no_response,No response,70.28000000000002,45.199999999999996,-25.08000000000002
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,70.28000000000002,45.019999999999996,-25.26000000000002
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,66.94,66.99999999999999,0.05999999999998806
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,66.94,67.80000000000001,0.8600000000000136
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,66.94,59.660000000000004,-7.279999999999994
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,no_response,No response,66.94,44.03333333333333,-22.906666666666666
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,66.94,44.56,-22.379999999999995
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,12.0,12.0,0.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,24.275000000000002,24.275000000000002,0.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,37.65,37.65,0.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,40.7,40.675,-0.025000000000005684
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,40.7,47.4,6.699999999999996
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,40.7,43.6,2.8999999999999986
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,38.4,38.4,0.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,38.4,42.9,4.5
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,38.4,42.7,4.300000000000004
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,23.75,23.75,0.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,41.025,41.025,0.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,59.375,59.4,0.02499999999999858
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,59.375,78.6,19.224999999999994
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,59.375,79.5,20.125
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,66.6,66.6,0.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,66.6,71.44999999999999,4.849999999999994
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,66.6,81.6,15.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,63.650000000000006,63.625,-0.025000000000005684
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,63.650000000000006,70.0,6.349999999999994
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,63.650000000000006,79.5,15.849999999999994
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,18.075000000000003,18.025,-0.05000000000000426
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,32.9,32.9,0.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,32.9,47.5,14.600000000000001
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,32.9,56.6,23.700000000000003
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,48.85,48.85,0.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,48.85,61.95,13.100000000000001
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,48.85,69.45,20.6
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,53.8,53.824999999999996,0.02499999999999858
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,53.8,56.9,3.1000000000000014
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,53.8,46.9,-6.899999999999999
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,53.8,57.849999999999994,4.049999999999997
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,51.125,51.125,0.0
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,51.125,57.6,6.475000000000001
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,51.125,46.55,-4.575000000000003
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,51.125,56.849999999999994,5.724999999999994
2014-2019,Bulgaria,BGR,BGR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,17.46666666666667,17.433333333333334,-0.03333333333333499
2014-2019,Bulgaria,BGR,BGR,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,35.0,34.96666666666667,-0.03333333333333144
2014-2019,Bulgaria,BGR,BGR,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,53.1,53.08333333333334,-0.016666666666658614
2014-2019,Bulgaria,BGR,BGR,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,65.45,65.43333333333334,-0.01666666666666572
2014-2019,Bulgaria,BGR,BGR,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,61.94999999999999,61.93333333333334,-0.01666666666665151
2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,24.516666666666666,24.5,-0.01666666666666572
2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,44.98333333333333,44.96666666666667,-0.016666666666658614
2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,62.76666666666667,62.76666666666667,0.0
2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,70.73333333333333,70.73333333333333,0.0
2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,70.73333333333333,69.8,-0.9333333333333371
2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.73333333333333,71.35,0.61666666666666
2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,68.83333333333333,68.83333333333333,0.0
2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,68.83333333333333,68.89999999999999,0.06666666666666288
2014-2019,Bulgaria,BGR,BGR,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,68.83333333333333,71.8,2.9666666666666686
2014-2019,Bulgaria,BGR,BGR,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,21.099999999999998,21.066666666666666,-0.03333333333333144
2014-2019,Bulgaria,BGR,BGR,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,40.11666666666667,40.11666666666667,0.0
2014-2019,Bulgaria,BGR,BGR,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,58.08333333333334,58.06666666666667,-0.016666666666672825
2014-2019,Bulgaria,BGR,BGR,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,58.08333333333334,46.3,-11.783333333333346
2014-2019,Bulgaria,BGR,BGR,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,68.14999999999999,68.13333333333333,-0.01666666666666572
2014-2019,Bulgaria,BGR,BGR,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,68.14999999999999,51.96666666666666,-16.18333333333333
2014-2019,Bulgaria,BGR,BGR,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,68.14999999999999,52.36666666666667,-15.783333333333324
2014-2019,Bulgaria,BGR,BGR,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,65.41666666666667,65.41666666666667,0.0
2014-2019,Bulgaria,BGR,BGR,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,65.41666666666667,52.38333333333333,-13.033333333333339
2014-2019,Bulgaria,BGR,BGR,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,65.41666666666667,53.1,-12.31666666666667
2020-2024,Bulgaria,BGR,BGR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,14.9,14.88,-0.019999999999999574
2020-2024,Bulgaria,BGR,BGR,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,32.72,32.7,-0.01999999999999602
2020-2024,Bulgaria,BGR,BGR,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,54.260000000000005,54.260000000000005,0.0
2020-2024,Bulgaria,BGR,BGR,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,68.76,68.72,-0.04000000000000625
2020-2024,Bulgaria,BGR,BGR,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,66.38,66.35999999999999,-0.020000000000010232
2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,21.2,21.18,-0.019999999999999574
2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,40.94,40.94,0.0
2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,62.94,62.96,0.020000000000003126
2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,74.5,74.5,0.0
2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,74.5,71.9,-2.5999999999999943
2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,74.5,72.2,-2.299999999999997
2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,73.44000000000001,73.44000000000001,0.0
2020-2024,Bulgaria,BGR,BGR,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,73.44000000000001,71.8,-1.6400000000000148
